team2,year,team1,round,seed1,score1,seed2,score2,score_diff,seed_diff,team1_sos,team1_osrs,team1_dsrs,team1_srs,team2_sos,team2_osrs,team2_dsrs,team2_srs
Seton Hall,2000,Oklahoma State,Sweet 16,3,68,10,66,2,-7,6.59,7.78,12.23,20.01,5.11,5.35,5.29,10.64
LSU,2000,Wisconsin,Sweet 16,8,61,4,48,13,4,12.5,-3.28,19.95,16.67,5.78,8.06,10.84,18.9
Tennessee,2000,North Carolina,Sweet 16,8,74,4,69,5,4,11.8,10.32,6.68,17.0,8.12,12.39,6.54,18.93
Iowa State,2000,UCLA,Sweet 16,6,56,2,80,-24,4,10.11,9.29,6.0,15.29,7.14,10.55,8.54,19.09
Temple,2000,Seton Hall,Second Round,10,67,2,65,2,8,5.11,5.35,5.29,10.64,6.94,2.35,18.29,20.63
North Carolina,2000,Stanford,Second Round,1,53,8,60,-7,-7,7.12,11.7,13.96,25.65,11.8,10.32,6.68,17.0
Tennessee,2000,Connecticut,Second Round,5,61,4,65,-4,1,7.58,7.88,9.04,16.93,8.12,12.39,6.54,18.93
Illinois,2000,Florida,Second Round,5,93,4,76,17,1,8.51,18.49,4.99,23.48,9.6,9.87,9.85,19.73
Utah,2000,Michigan State,Second Round,1,73,8,61,12,-7,9.91,10.07,14.97,25.04,4.36,2.61,9.62,12.23
St. John's,2000,Gonzaga,Second Round,10,82,2,76,6,8,4.64,11.05,5.33,16.38,6.96,7.09,7.17,14.26
Kansas,2000,Duke,Second Round,1,69,8,64,5,-7,8.88,22.65,2.9,25.55,9.79,12.92,5.02,17.94
Ohio State,2000,Miami (Fla.),Second Round,6,75,3,62,13,3,5.39,2.01,9.82,11.83,6.55,6.34,11.21,17.55
Cincinnati,2000,Tulsa,Second Round,7,69,2,61,8,5,2.42,9.77,10.17,19.94,8.5,12.9,11.72,24.62
LSU,2000,Texas,Second Round,5,67,4,72,-5,1,9.61,9.64,10.8,20.43,5.78,8.06,10.84,18.9
Oklahoma,2000,Purdue,Second Round,6,66,3,62,4,3,9.56,8.81,8.05,16.87,6.63,7.48,11.77,19.25
Syracuse,2000,Kentucky,Second Round,5,50,4,52,-2,1,12.71,4.81,13.72,18.52,6.2,10.1,7.57,17.67
Wisconsin,2000,Arizona,Second Round,1,59,8,66,-7,-7,9.7,12.05,6.92,18.96,12.5,-3.28,19.95,16.67
Iowa State,2000,Auburn,Second Round,7,60,2,79,-19,5,8.2,4.23,9.36,13.59,7.14,10.55,8.54,19.09
Oklahoma State,2000,Pepperdine,Second Round,11,67,3,75,-8,8,3.34,5.34,7.77,13.11,6.59,7.78,12.23,20.01
Maryland,2000,UCLA,Second Round,6,105,3,70,35,3,10.11,9.29,6.0,15.29,9.44,11.36,6.57,17.93
UNC Wilmington,2000,Cincinnati,First Round,2,64,15,47,17,-13,8.5,12.9,11.72,24.62,-0.24,-9.4,11.81,2.41
South Carolina State,2000,Stanford,First Round,1,84,16,65,19,-15,7.12,11.7,13.96,25.65,-9.38,-4.96,-5.45,-10.41
Utah State,2000,Connecticut,First Round,5,75,12,67,8,-7,7.58,7.88,9.04,16.93,1.89,-0.07,8.89,8.83
Central Connecticut State,2000,Iowa State,First Round,2,88,15,78,10,-13,7.14,10.55,8.54,19.09,-9.55,-0.89,1.31,0.42
DePaul,2000,Kansas,First Round,8,81,9,77,4,-1,9.79,12.92,5.02,17.94,7.82,5.34,9.33,14.67
Butler,2000,Florida,First Round,5,69,12,68,1,-7,8.51,18.49,4.99,23.48,0.01,-1.53,13.77,12.23
Valparaiso,2000,Michigan State,First Round,1,61,16,56,5,-15,9.91,10.07,14.97,25.04,-3.71,-8.57,5.68,-2.89
Lamar,2000,Duke,First Round,1,85,16,55,30,-15,8.88,22.65,2.9,25.55,-3.83,-9.05,2.9,-6.15
Arkansas,2000,Miami (Fla.),First Round,6,75,11,71,4,-5,5.39,2.01,9.82,11.83,7.76,8.56,3.82,12.37
UNLV,2000,Tulsa,First Round,7,89,10,62,27,-3,2.42,9.77,10.17,19.94,2.52,13.48,-3.74,9.74
Indiana State,2000,Texas,First Round,5,77,12,61,16,-7,9.61,9.64,10.8,20.43,3.23,-2.09,8.63,6.54
Penn,2000,Illinois,First Round,4,68,13,58,10,-9,9.6,9.87,9.85,19.73,-2.89,-2.35,6.35,4.0
Samford,2000,Syracuse,First Round,4,79,13,65,14,-9,6.2,10.1,7.57,17.67,-5.8,-2.11,5.31,3.2
Dayton,2000,Purdue,First Round,6,62,11,61,1,-5,9.56,8.81,8.05,16.87,3.46,3.74,6.21,9.95
Lafayette,2000,Temple,First Round,2,73,15,47,26,-13,6.94,2.35,18.29,20.63,-8.07,2.59,-2.17,0.41
Iona,2000,Maryland,First Round,3,74,14,59,15,-11,9.44,11.36,6.57,17.93,-4.13,4.45,-5.67,-1.22
St. Bonaventure,2000,Kentucky,First Round,5,85,12,80,5,-7,12.71,4.81,13.72,18.52,5.29,1.99,7.46,9.45
Jackson State,2000,Arizona,First Round,1,71,16,47,24,-15,9.7,12.05,6.92,18.96,-10.38,-10.77,-1.42,-12.19
Hofstra,2000,Oklahoma State,First Round,3,86,14,66,20,-11,6.59,7.78,12.23,20.01,-6.03,1.21,4.02,5.23
Gonzaga,2000,Louisville,First Round,7,66,10,77,-11,-3,8.76,6.78,8.15,14.93,4.64,11.05,5.33,16.38
Northern Arizona,2000,St. John's,First Round,2,61,15,56,5,-13,6.96,7.09,7.17,14.26,1.37,1.81,2.53,4.34
Pepperdine,2000,Indiana,First Round,6,57,11,77,-20,-5,10.22,13.46,5.97,19.43,3.34,5.34,7.77,13.11
Appalachian State,2000,Ohio State,First Round,3,87,14,61,26,-11,6.55,6.34,11.21,17.55,-3.75,4.58,-2.09,2.49
Creighton,2000,Auburn,First Round,7,72,10,69,3,-3,8.2,4.23,9.36,13.59,1.64,5.56,2.72,8.28
St. Louis,2000,Utah,First Round,8,48,9,45,3,-1,4.36,2.61,9.62,12.23,8.39,-1.0,9.99,8.99
Fresno State,2000,Wisconsin,First Round,8,66,9,56,10,-1,12.5,-3.28,19.95,16.67,3.58,14.2,-5.03,9.17
Winthrop,2000,Oklahoma,First Round,3,74,14,60,14,-11,6.63,7.48,11.77,19.25,-7.41,-3.41,2.38,-1.04
Southeast Missouri State,2000,LSU,First Round,4,64,13,61,3,-9,5.78,8.06,10.84,18.9,-2.48,-4.9,9.32,4.41
Seton Hall,2000,Oregon,First Round,7,71,10,72,-1,-3,8.53,8.21,6.53,14.74,5.11,5.35,5.29,10.64
Louisiana-Lafayette,2000,Tennessee,First Round,4,63,13,58,5,-9,8.12,12.39,6.54,18.93,-1.58,0.55,1.81,2.36
Missouri,2000,North Carolina,First Round,8,84,9,70,14,-1,11.8,10.32,6.68,17.0,8.22,8.49,4.06,12.55
Ball State,2000,UCLA,First Round,6,79,11,65,14,-5,10.11,9.29,6.0,15.29,3.17,5.63,2.21,7.84
Connecticut,1999,Duke,National Championship,1,74,1,77,-3,0,10.12,27.07,7.72,34.79,8.79,11.61,13.12,24.73
Michigan State,1999,Duke,Final Four,1,68,1,62,6,0,10.12,27.07,7.72,34.79,10.91,8.12,14.52,22.64
Connecticut,1999,Ohio State,Final Four,4,58,1,64,-6,3,9.51,10.5,8.53,19.03,8.79,11.61,13.12,24.73
Gonzaga,1999,Connecticut,Elite Eight,1,67,10,62,5,-9,8.79,11.61,13.12,24.73,2.21,9.91,5.13,15.03
Kentucky,1999,Michigan State,Elite Eight,1,73,3,66,7,-2,10.91,8.12,14.52,22.64,10.01,9.89,12.82,22.71
Temple,1999,Duke,Elite Eight,1,85,6,64,21,-5,10.12,27.07,7.72,34.79,8.97,1.82,15.24,17.06
St. John's,1999,Ohio State,Elite Eight,4,77,3,74,3,1,9.51,10.5,8.53,19.03,9.07,13.39,9.3,22.69
Iowa,1999,Connecticut,Sweet 16,1,78,5,68,10,-4,8.79,11.61,13.12,24.73,11.44,12.13,3.24,15.37
Gonzaga,1999,Florida,Sweet 16,6,72,10,73,-1,-4,5.7,13.0,2.76,15.76,2.21,9.91,5.13,15.03
Oklahoma,1999,Michigan State,Sweet 16,1,54,13,46,8,-12,10.91,8.12,14.52,22.64,4.97,3.5,9.78,13.28
Missouri State,1999,Duke,Sweet 16,1,78,12,61,17,-11,10.12,27.07,7.72,34.79,6.51,7.17,6.65,13.82
Purdue,1999,Temple,Sweet 16,6,77,10,55,22,-4,8.97,1.82,15.24,17.06,10.44,4.72,8.52,13.23
Miami (Ohio),1999,Kentucky,Sweet 16,3,58,10,43,15,-7,10.01,9.89,12.82,22.71,4.41,0.8,10.8,11.6
Ohio State,1999,Auburn,Sweet 16,1,64,4,72,-8,-3,5.0,13.88,10.73,24.6,9.51,10.5,8.53,19.03
Maryland,1999,St. John's,Sweet 16,3,76,2,62,14,1,9.07,13.39,9.3,22.69,9.04,19.82,6.32,26.13
New Mexico,1999,Connecticut,Second Round,1,78,9,56,22,-8,8.79,11.61,13.12,24.73,0.62,5.08,2.76,7.84
Weber State,1999,Florida,Second Round,6,82,14,74,8,-8,5.7,13.0,2.76,15.76,0.19,9.04,-3.75,5.29
Tennessee,1999,Missouri State,Second Round,12,81,4,51,30,8,6.51,7.17,6.65,13.82,6.55,5.67,8.51,14.18
Kentucky,1999,Kansas,Second Round,6,88,3,92,-4,3,9.17,8.09,8.2,16.3,10.01,9.89,12.82,22.71
Mississippi,1999,Michigan State,Second Round,1,74,9,66,8,-8,10.91,8.12,14.52,22.64,8.3,9.83,5.14,14.97
Tulsa,1999,Duke,Second Round,1,97,9,56,41,-8,10.12,27.07,7.72,34.79,4.46,1.25,9.49,10.74
Stanford,1999,Gonzaga,Second Round,10,82,2,74,8,8,2.21,9.91,5.13,15.03,10.36,7.0,15.23,22.23
Miami (Fla.),1999,Purdue,Second Round,10,73,2,63,10,8,10.44,4.72,8.52,13.23,9.2,7.03,9.77,16.8
Cincinnati,1999,Temple,Second Round,6,64,3,54,10,3,8.97,1.82,15.24,17.06,7.88,7.66,12.47,20.13
Arkansas,1999,Iowa,Second Round,5,82,4,72,10,1,11.44,12.13,3.24,15.37,6.14,11.34,1.63,12.97
St. John's,1999,Indiana,Second Round,6,61,3,86,-25,3,11.35,13.74,3.47,17.21,9.07,13.39,9.3,22.69
Oklahoma State,1999,Auburn,Second Round,1,81,9,74,7,-8,5.0,13.88,10.73,24.6,5.95,4.84,7.77,12.61
Utah,1999,Miami (Ohio),Second Round,10,66,2,58,8,8,4.41,0.8,10.8,11.6,3.17,2.04,15.8,17.83
Maryland,1999,Creighton,Second Round,10,63,2,75,-12,8,4.87,9.06,3.2,12.26,9.04,19.82,6.32,26.13
Ohio State,1999,Detroit,Second Round,12,44,4,75,-31,8,-0.17,-5.28,13.38,8.1,9.51,10.5,8.53,19.03
Oklahoma,1999,Charlotte,Second Round,5,72,13,85,-13,-8,7.6,3.69,7.6,11.29,4.97,3.5,9.78,13.28
Alcorn State,1999,Stanford,First Round,2,69,15,57,12,-13,10.36,7.0,15.23,22.23,-10.43,-2.06,-0.7,-2.76
Texas-San Antonio,1999,Connecticut,First Round,1,91,16,66,25,-15,8.79,11.61,13.12,24.73,-6.83,2.97,-9.25,-6.27
George Mason,1999,Cincinnati,First Round,3,72,14,48,24,-11,7.88,7.66,12.47,20.13,-0.88,4.63,-0.06,4.57
Penn,1999,Florida,First Round,6,75,11,61,14,-5,5.7,13.0,2.76,15.76,-4.13,1.34,4.94,6.28
Evansville,1999,Kansas,First Round,6,95,11,74,21,-5,9.17,8.09,8.2,16.3,3.74,7.68,-1.78,5.9
Mount St. Mary's,1999,Michigan State,First Round,1,76,16,53,23,-15,10.91,8.12,14.52,22.64,-6.35,-5.01,-2.34,-7.35
Lafayette,1999,Miami (Fla.),First Round,2,75,15,54,21,-13,9.2,7.03,9.77,16.8,-7.32,0.6,-3.38,-2.78
Florida A&M,1999,Duke,First Round,1,99,16,58,41,-15,10.12,27.07,7.72,34.79,-9.76,-2.9,-11.71,-14.6
Purdue,1999,Texas,First Round,7,54,10,58,-4,-3,7.2,3.36,7.53,10.89,10.44,4.72,8.52,13.23
Oklahoma State,1999,Syracuse,First Round,8,61,9,69,-8,-1,7.63,6.36,9.48,15.84,5.95,4.84,7.77,12.61
Kent State,1999,Temple,First Round,6,61,11,54,7,-5,8.97,1.82,15.24,17.06,2.72,0.98,6.24,7.22
Valparaiso,1999,Maryland,First Round,2,82,15,60,22,-13,9.04,19.82,6.32,26.13,-3.64,-0.7,5.1,4.4
New Mexico State,1999,Kentucky,First Round,3,82,14,60,22,-11,10.01,9.89,12.82,22.71,-0.68,-2.14,4.49,2.36
Siena,1999,Arkansas,First Round,4,94,13,80,14,-9,6.14,11.34,1.63,12.97,-4.9,13.83,-11.79,2.04
Oklahoma,1999,Arizona,First Round,4,60,13,61,-1,-9,8.35,16.55,-1.24,15.31,4.97,3.5,9.78,13.28
New Mexico,1999,Missouri,First Round,8,59,9,61,-2,-1,3.99,5.36,7.14,12.5,0.62,5.08,2.76,7.84
Gonzaga,1999,Minnesota,First Round,7,63,10,75,-12,-3,9.92,5.57,7.96,13.53,2.21,9.91,5.13,15.03
Alabama-Birmingham,1999,Iowa,First Round,5,77,12,64,13,-7,11.44,12.13,3.24,15.37,5.48,7.35,1.61,8.95
Creighton,1999,Louisville,First Round,7,58,10,62,-4,-3,8.28,12.45,2.93,15.38,4.87,9.06,3.2,12.26
George Washington,1999,Indiana,First Round,6,108,11,88,20,-5,11.35,13.74,3.47,17.21,5.54,13.03,-1.97,11.06
Winthrop,1999,Auburn,First Round,1,80,16,41,39,-15,5.0,13.88,10.73,24.6,-8.71,-9.04,2.37,-6.67
Samford,1999,St. John's,First Round,3,69,14,43,26,-11,9.07,13.39,9.3,22.69,-9.07,-1.32,1.58,0.26
Murray St.,1999,Ohio State,First Round,4,72,13,58,14,-9,9.51,10.5,8.53,19.03,-5.24,7.03,-0.28,6.76
Arkansas State,1999,Utah,First Round,2,80,15,58,22,-13,3.17,2.04,15.8,17.83,-0.72,3.08,0.24,3.32
Miami (Ohio),1999,Washington,First Round,7,58,10,59,-1,-3,10.04,9.12,2.53,11.64,4.41,0.8,10.8,11.6
Weber State,1999,North Carolina,First Round,3,74,14,76,-2,-11,10.24,5.68,11.09,16.77,0.19,9.04,-3.75,5.29
Missouri State,1999,Wisconsin,First Round,5,32,12,43,-11,-7,10.38,-0.72,18.01,17.29,6.51,7.17,6.65,13.82
Tulsa,1999,College of Charleston,First Round,8,53,9,62,-9,-1,-6.63,-0.52,6.5,5.98,4.46,1.25,9.49,10.74
Delaware,1999,Tennessee,First Round,4,62,13,52,10,-9,6.55,5.67,8.51,14.18,-7.92,3.76,-2.16,1.6
Detroit,1999,UCLA,First Round,5,53,12,56,-3,-7,8.86,10.39,4.89,15.28,-0.17,-5.28,13.38,8.1
Mississippi,1999,Villanova,First Round,8,70,9,72,-2,-1,7.88,9.63,2.38,12.01,8.3,9.83,5.14,14.97
Rhode Island,1999,Charlotte,First Round,5,81,12,70,11,-7,7.6,3.69,7.6,11.29,5.62,6.37,3.2,9.56
Kentucky,1998,Utah,National Championship,3,69,2,78,-9,1,4.9,2.74,14.35,17.08,9.85,13.42,9.53,22.95
Kentucky,1998,Stanford,Final Four,3,85,2,86,-1,1,8.12,10.95,8.0,18.95,9.85,13.42,9.53,22.95
Utah,1998,North Carolina,Final Four,1,59,3,65,-6,-2,10.38,17.14,9.53,26.67,4.9,2.74,14.35,17.08
Kentucky,1998,Duke,Elite Eight,1,84,2,86,-2,-1,9.32,18.44,11.12,29.55,9.85,13.42,9.53,22.95
Stanford,1998,Rhode Island,Elite Eight,8,77,3,79,-2,5,6.42,11.01,1.55,12.57,8.12,10.95,8.0,18.95
Utah,1998,Arizona,Elite Eight,1,51,3,76,-25,-2,8.36,22.24,2.32,24.56,4.9,2.74,14.35,17.08
Connecticut,1998,North Carolina,Elite Eight,1,75,2,64,11,-1,10.38,17.14,9.53,26.67,7.89,9.33,11.35,20.67
Purdue,1998,Stanford,Sweet 16,3,67,2,59,8,1,8.12,10.95,8.0,18.95,9.23,17.01,3.66,20.67
Syracuse,1998,Duke,Sweet 16,1,80,5,67,13,-4,9.32,18.44,11.12,29.55,7.98,3.89,7.98,11.87
Valparaiso,1998,Rhode Island,Sweet 16,8,74,13,68,6,-5,6.42,11.01,1.55,12.57,-2.66,-0.21,1.97,1.76
Maryland,1998,Arizona,Sweet 16,1,87,4,79,8,-3,8.36,22.24,2.32,24.56,12.1,13.8,4.99,18.79
West Virginia,1998,Utah,Sweet 16,3,65,10,62,3,-7,4.9,2.74,14.35,17.08,6.95,12.02,4.22,16.24
Connecticut,1998,Washington,Sweet 16,11,74,2,75,-1,9,8.28,10.84,-0.56,10.28,7.89,9.33,11.35,20.67
Michigan State,1998,North Carolina,Sweet 16,1,73,4,58,15,-3,10.38,17.14,9.53,26.67,9.25,7.43,11.22,18.65
Kentucky,1998,UCLA,Sweet 16,6,68,2,94,-26,4,10.99,16.14,-3.12,13.03,9.85,13.42,9.53,22.95
Rhode Island,1998,Kansas,Second Round,1,75,8,80,-5,-7,6.51,15.49,7.34,22.83,6.42,11.01,1.55,12.57
Oklahoma State,1998,Duke,Second Round,1,79,8,73,6,-7,9.32,18.44,11.12,29.55,4.64,6.65,7.65,14.3
Maryland,1998,Illinois,Second Round,5,61,4,67,-6,1,8.97,3.44,11.78,15.21,12.1,13.8,4.99,18.79
New Mexico,1998,Syracuse,Second Round,5,56,4,46,10,1,7.98,3.89,7.98,11.87,5.17,7.24,7.74,14.98
Utah,1998,Arkansas,Second Round,6,69,3,75,-6,3,5.79,15.08,1.09,16.17,4.9,2.74,14.35,17.08
Illinois State,1998,Arizona,Second Round,1,82,9,49,33,-8,8.36,22.24,2.32,24.56,3.41,6.62,3.02,9.64
Stanford,1998,Western Michigan,Second Round,11,65,3,83,-18,8,1.9,8.48,1.8,10.28,8.12,10.95,8.0,18.95
Cincinnati,1998,West Virginia,Second Round,10,75,2,74,1,8,6.95,12.02,4.22,16.24,4.97,7.93,9.92,17.85
Connecticut,1998,Indiana,Second Round,7,61,2,78,-17,5,10.71,12.02,2.17,14.18,7.89,9.33,11.35,20.67
Richmond,1998,Washington,Second Round,11,81,14,66,15,-3,8.28,10.84,-0.56,10.28,-1.7,1.04,5.3,6.34
Kentucky,1998,St. Louis,Second Round,10,61,2,88,-27,8,5.5,-0.27,9.74,9.47,9.85,13.42,9.53,22.95
Michigan State,1998,Princeton,Second Round,5,51,4,63,-12,1,-3.6,-3.1,14.64,11.54,9.25,7.43,11.22,18.65
Charlotte,1998,North Carolina,Second Round,1,93,8,83,10,-7,10.38,17.14,9.53,26.67,6.72,7.81,4.4,12.21
Michigan,1998,UCLA,Second Round,6,85,3,82,3,3,10.99,16.14,-3.12,13.03,9.64,10.38,8.41,18.79
Valparaiso,1998,Florida State,Second Round,12,77,13,83,-6,-1,10.78,5.71,7.23,12.93,-2.66,-0.21,1.97,1.76
Purdue,1998,Detroit,Second Round,10,65,2,80,-15,8,0.49,3.3,6.57,9.86,9.23,17.01,3.66,20.67
Northern Arizona,1998,Cincinnati,First Round,2,65,15,62,3,-13,4.97,7.93,9.92,17.85,-5.14,2.97,3.53,6.5
Fairleigh Dickinson,1998,Connecticut,First Round,2,93,15,85,8,-13,7.89,9.33,11.35,20.67,-5.38,9.43,-6.54,2.9
College of Charleston,1998,Stanford,First Round,3,67,14,57,10,-11,8.12,10.95,8.0,18.95,-9.03,-6.69,11.13,4.44
Eastern Michigan,1998,Michigan State,First Round,4,83,13,71,12,-9,9.25,7.43,11.22,18.65,2.67,10.37,-3.67,6.7
Prairie View,1998,Kansas,First Round,1,110,16,52,58,-15,6.51,15.49,7.34,22.83,-6.19,-7.05,-10.06,-17.11
Radford,1998,Duke,First Round,1,99,16,63,36,-15,9.32,18.44,11.12,29.55,-9.38,0.07,-5.32,-5.25
South Alabama,1998,Illinois,First Round,5,64,12,51,13,-7,8.97,3.44,11.78,15.21,-2.93,-7.78,15.35,7.57
Iona,1998,Syracuse,First Round,5,63,12,61,2,-7,7.98,3.89,7.98,11.87,-2.08,7.41,1.14,8.55
Western Michigan,1998,Clemson,First Round,6,72,11,75,-3,-5,10.33,6.4,10.77,17.17,1.9,8.48,1.8,10.28
Utah State,1998,Maryland,First Round,4,82,13,68,14,-9,12.1,13.8,4.99,18.79,1.44,-1.08,7.62,6.54
West Virginia,1998,Temple,First Round,7,52,10,82,-30,-3,7.5,-1.6,14.1,12.5,6.95,12.02,4.22,16.24
South Carolina State,1998,Kentucky,First Round,2,82,15,67,15,-13,9.85,13.42,9.53,22.95,-10.23,-2.54,-3.11,-5.65
Butler,1998,New Mexico,First Round,4,79,13,62,17,-9,5.17,7.24,7.74,14.98,2.77,-2.38,7.25,4.87
Murray St.,1998,Rhode Island,First Round,8,97,9,74,23,-1,6.42,11.01,1.55,12.57,-6.35,10.98,-4.15,6.82
Delaware,1998,Purdue,First Round,2,95,15,56,39,-13,9.23,17.01,3.66,20.67,-3.42,-0.34,-1.59,-1.92
Nebraska,1998,Arkansas,First Round,6,74,11,65,9,-5,5.79,15.08,1.09,16.17,5.65,3.41,5.3,8.72
Nicholls State,1998,Arizona,First Round,1,99,16,60,39,-15,8.36,22.24,2.32,24.56,-5.94,2.12,-7.45,-5.33
George Washington,1998,Oklahoma State,First Round,8,74,9,59,15,-1,4.64,6.65,7.65,14.3,4.76,4.6,5.32,9.91
Florida State,1998,TCU,First Round,5,87,12,96,-9,-7,2.7,25.89,-3.6,22.29,10.78,5.71,7.23,12.93
San Francisco,1998,Utah,First Round,3,85,14,68,17,-11,4.9,2.74,14.35,17.08,1.31,3.12,4.67,7.8
Oklahoma,1998,Indiana,First Round,7,94,10,87,7,-3,10.71,12.02,2.17,14.18,4.19,3.84,5.57,9.41
Richmond,1998,South Carolina,First Round,3,61,14,62,-1,-11,8.77,4.81,7.7,12.51,-1.7,1.04,5.3,6.34
Illinois State,1998,Tennessee,First Round,8,81,9,82,-1,-1,5.91,7.92,3.23,11.15,3.41,6.62,3.02,9.64
Washington,1998,Xavier,First Round,6,68,11,69,-1,-5,4.76,15.11,4.34,19.46,8.28,10.84,-0.56,10.28
Illinois-Chicago,1998,Charlotte,First Round,8,77,9,62,15,-1,6.72,7.81,4.4,12.21,0.67,6.59,2.62,9.21
UNLV,1998,Princeton,First Round,5,69,12,57,12,-7,-3.6,-3.1,14.64,11.54,5.34,1.47,5.97,7.43
Navy,1998,North Carolina,First Round,1,88,16,52,36,-15,10.38,17.14,9.53,26.67,-7.49,-5.03,1.25,-3.79
Miami (Fla.),1998,UCLA,First Round,6,65,11,62,3,-5,10.99,16.14,-3.12,13.03,6.37,1.89,8.98,10.87
St. Louis,1998,Massachusetts,First Round,7,46,10,51,-5,-3,7.27,2.82,9.18,11.99,5.5,-0.27,9.74,9.47
Davidson,1998,Michigan,First Round,3,80,14,61,19,-11,9.64,10.38,8.41,18.79,-3.74,-2.05,1.34,-0.71
Detroit,1998,St. John's,First Round,7,64,10,66,-2,-3,6.76,5.28,6.0,11.28,0.49,3.3,6.57,9.86
Valparaiso,1998,Mississippi,First Round,4,69,13,70,-1,-9,7.07,12.39,4.84,17.22,-2.66,-0.21,1.97,1.76
Arizona,1997,Kentucky,National Championship,1,79,4,84,-5,-3,9.26,18.09,11.19,29.29,11.04,17.62,4.04,21.66
Minnesota,1997,Kentucky,Final Four,1,78,1,69,9,0,9.26,18.09,11.19,29.29,9.2,12.22,11.12,23.34
Arizona,1997,North Carolina,Final Four,1,58,4,66,-8,-3,12.0,14.08,7.15,21.23,11.04,17.62,4.04,21.66
Utah,1997,Kentucky,Elite Eight,1,72,2,59,13,-1,9.26,18.09,11.19,29.29,5.46,6.45,11.13,17.58
Providence,1997,Arizona,Elite Eight,4,96,10,92,4,-6,11.04,17.62,4.04,21.66,8.31,9.8,4.37,14.17
Louisville,1997,North Carolina,Elite Eight,1,97,6,74,23,-5,12.0,14.08,7.15,21.23,7.72,9.43,2.55,11.98
UCLA,1997,Minnesota,Elite Eight,1,80,2,72,8,-1,9.2,12.22,11.12,23.34,10.43,13.2,3.42,16.62
Utah,1997,Stanford,Sweet 16,6,77,2,82,-5,4,9.21,12.79,7.1,19.89,5.46,6.45,11.13,17.58
Arizona,1997,Kansas,Sweet 16,1,82,4,85,-3,-3,7.94,19.67,6.93,26.6,11.04,17.62,4.04,21.66
St. Joseph's,1997,Kentucky,Sweet 16,1,83,4,68,15,-3,9.26,18.09,11.19,29.29,7.69,5.61,7.32,12.94
California,1997,North Carolina,Sweet 16,1,63,5,57,6,-4,12.0,14.08,7.15,21.23,10.12,7.89,9.45,17.34
Texas,1997,Louisville,Sweet 16,6,78,10,63,15,-4,7.72,9.43,2.55,11.98,9.47,9.99,2.35,12.34
Clemson,1997,Minnesota,Sweet 16,1,90,4,84,6,-3,9.2,12.22,11.12,23.34,10.53,3.9,13.33,17.23
UCLA,1997,Iowa State,Sweet 16,6,73,2,74,-1,4,6.3,-0.02,13.45,13.43,10.43,13.2,3.42,16.62
Providence,1997,Chattanooga,Sweet 16,14,65,10,71,-6,4,-5.22,0.56,2.03,2.59,8.31,9.8,4.37,14.17
Wake Forest,1997,Stanford,Second Round,6,72,3,66,6,3,9.21,12.79,7.1,19.89,10.27,5.15,15.79,20.94
Purdue,1997,Kansas,Second Round,1,75,8,61,14,-7,7.94,19.67,6.93,26.6,10.91,7.71,4.54,12.24
Iowa,1997,Kentucky,Second Round,1,75,8,69,6,-7,9.26,18.09,11.19,29.29,8.9,7.86,8.97,16.84
Chattanooga,1997,Illinois,Second Round,6,63,14,75,-12,-8,7.83,10.43,5.25,15.68,-5.22,0.56,2.03,2.59
Coppin State,1997,Texas,Second Round,10,82,15,81,1,-5,9.47,9.99,2.35,12.34,-7.79,3.87,-5.08,-1.21
St. Joseph's,1997,Boston College,Second Round,5,77,4,81,-4,1,6.69,9.15,2.77,11.92,7.69,5.61,7.32,12.94
Colorado,1997,North Carolina,Second Round,1,73,9,56,17,-8,12.0,14.08,7.15,21.23,6.19,5.89,3.81,9.69
New Mexico,1997,Louisville,Second Round,6,64,3,63,1,3,7.72,9.43,2.55,11.98,3.69,6.05,8.64,14.69
Villanova,1997,California,Second Round,5,75,4,68,7,1,10.12,7.89,9.45,17.34,9.44,9.3,7.33,16.62
Temple,1997,Minnesota,Second Round,1,76,9,57,19,-8,9.2,12.22,11.12,23.34,9.02,0.93,13.74,14.67
Cincinnati,1997,Iowa State,Second Round,6,67,3,66,1,3,6.3,-0.02,13.45,13.43,5.51,14.35,6.36,20.71
Duke,1997,Providence,Second Round,10,98,2,87,11,8,8.31,9.8,4.37,14.17,9.06,15.47,7.05,22.52
Utah,1997,Charlotte,Second Round,7,58,2,77,-19,5,5.25,5.46,5.37,10.83,5.46,6.45,11.13,17.58
UCLA,1997,Xavier,Second Round,7,83,2,96,-13,5,5.28,16.17,-0.03,16.14,10.43,13.2,3.42,16.62
Clemson,1997,Tulsa,Second Round,5,59,4,65,-6,1,5.53,5.66,9.34,15.0,10.53,3.9,13.33,17.23
Arizona,1997,College of Charleston,Second Round,12,69,4,73,-4,8,-6.84,4.32,1.54,5.86,11.04,17.62,4.04,21.66
Oklahoma,1997,Stanford,First Round,6,80,11,67,13,-5,9.21,12.79,7.1,19.89,5.03,6.02,7.94,13.97
Butler,1997,Cincinnati,First Round,3,86,14,69,17,-11,5.51,14.35,6.36,20.71,-0.16,0.52,7.09,7.61
Jackson State,1997,Kansas,First Round,1,78,16,64,14,-15,7.94,19.67,6.93,26.6,-7.44,-6.14,-5.33,-11.47
Murray St.,1997,Duke,First Round,2,71,15,68,3,-13,9.06,15.47,7.05,22.52,-8.18,0.72,-4.98,-4.26
